attore,stato,leva,dominio,dove_persiste,cosa_cambia,dove_ui,se_la_togliamo
atleta,parziale,Data di nascita (eta),superfici_atleta,athlete_profiles.birth_date (date),"Entra nel BMR solo nel ramo Mifflin (-5 kcal per anno di eta), quindi solo se manca la massa grassa. Sul percorso Edge/headless non arriva mai.",apps/web/modules/profile/views/sections/ProfilePersonalSection.tsx:40 (input date),"Piccola perdita di precisione BMR per 7 atleti. E anagrafica, non una manopola."
atleta,parziale,Giorno gara (routine_config.week_plan[giorno].day_mode = 'race'),leve_morte,athlete_profiles.routine_config.week_plan[giorno].day_mode,"Attiva il protocollo gara: pranzo pre-gara dedicato, pasto di recupero post-gara, soppressione degli slot in conflitto, ribilanciamento kcal.",ProfileRoutineSection.tsx:88 (select «Tipo giorno»: Training / Recovery / Gara),"Sparisce il protocollo gara. Da non confondere con `routine_config.race_day` (voce successiva), che e la versione morta della stessa idea."
atleta,parziale,Idratazione: aggiungi ml (bottone +250 ml),superfici_atleta,athlete_profiles.nutrition_config.hydration_intake[data].ml,"Non tocca il piano alimentare, ma e l'unica leva atleta che attraversa DUE superfici: il totale bevuto si vede sia in Nutrizione sia in Oggi.",NutritionPageView.tsx (card idratazione) + use-nutrition-quick-actions.ts:80-110,Si perde il tracciamento del bevuto in entrambe le superfici. Il target resta (dipende solo dal peso). Nessun effetto sul cibo.
atleta,parziale,Integratori scelti (chip categoria + CSV),leve_morte,"athlete_profiles.supplements (text[], 8 profili su 41) + supplement_config.selected_tokens","Nel PIANO ALIMENTARE: nulla, solo una riga di testo. Gli integratori che compaiono nel piano nascono dai boost pathway. Nella sezione FUELING della pagina Nutrizione: sono vivi, guidano la scelta dei prodotti.",ProfileNutritionSection.tsx:388-395 (chip) e :407 (textarea CSV),"Il piano non cambia. Si spegne pero la personalizzazione dei prodotti nella sezione Fueling, che e viva."
atleta,parziale,Integratori selezionati (chip per categoria) + textarea CSV,superfici_atleta,athlete_profiles.supplements (text[]) + athlete_profiles.supplement_config.selected_tokens,Niente sul PIANO PASTI. Cambiano il protocollo di rifornimento (fueling) mostrato in pagina: ordinano i prodotti pre/intra/post.,ProfileNutritionSection.tsx:388-395 (chip per categoria) e :407 (textarea CSV),"Il piano pasti non cambia di una virgola. Cambia il protocollo di rifornimento in gara/allenamento, che e un'altra superficie."
atleta,parziale,Integratori selezionati + brand preferiti,superfici_coach,"athlete_profiles.supplements (ARRAY) e athlete_profiles.supplement_config = { selected_tokens, selected_brands } (ProfilePageView.tsx:514-517)","Aggiunge al piano il programma di integrazione giornaliero (quale integratore, in che pasto/finestra). Non tocca kcal ne' macro.","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:368-409 — sotto-tab «Integratori»: chip categoria, chip brand, due textarea CSV (:408 brand)","Dominio a se'. Segnalo che i brand sono inerti sul fueling ma vivi su Oggi: cancellarli tocca Oggi, non il piano."
atleta,parziale,Intolleranze / Allergie / Alimenti esclusi (tre campi CSV),superfici_coach,"athlete_profiles.intolerances, .allergies, .food_exclusions (tre colonne ARRAY, tutte esistenti)","Ogni voce diventa un frammento di deny testuale: il compositore scarta l'alimento la cui descrizione contiene il frammento, in italiano e inglese.","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:284 (intolleranze), :285 (allergie), :286 (alimenti esclusi) — sotto-tab «Intolleranze». Il ","Da tenere: secondo pilastro di «cosa non mangio». Semmai unificare i tre CSV in uno. Ma prima va riparata la select, perche' oggi il ramo cron ignora le allergie."
atleta,parziale,Marche integratori preferite (chip «Marche preferite»),leve_morte,"athlete_profiles.supplement_config.selected_brands, e fuse anche in athlete_profiles.supplements (ProfilePageView.tsx:553-557)","Nel protocollo fueling generato COL PIANO: nulla (il parametro esiste ma nessuno lo passa). Nella sezione Fueling della pagina: vive, perche le marche finiscono in `supplements` e da li in preferredBrands client-side.",ProfileNutritionSection.tsx:396-406 (chip) e :408 (textarea CSV),Togliere il parametro `preferredFuelingBrands` dalla firma non rompe nulla. Togliere i chip spegne la sezione Fueling.
atleta,parziale,Massa grassa (%),superfici_atleta,athlete_profiles.body_fat_pct (numeric),"Se presente CAMBIA IL METODO di calcolo del BMR: da Mifflin a Cunningham su massa magra (500 + 22 x FFM), scavalcando eta/altezza/sesso.",ProfilePhysicalSection.tsx:25,"Il BMR ricade su Mifflin (o su peso x 22 per chi non ha altezza/eta). Differenza reale ma non drammatica. E un dato, non una manopola."
atleta,parziale,Massa muscolare (kg),superfici_atleta,athlete_profiles.muscle_mass_kg (numeric),"Niente sul PIANO PASTI (il solver energetico la dichiara e non la legge). Ma determina la scorta totale di glicogeno nella curva di deplezione mostrata in pagina Nutrizione: glicogeno totale = massa muscolare x 12,5 + 95 g.",ProfilePhysicalSection.tsx:26,"Gratis per il piano pasti. NON gratis per la curva glicogeno: senza, tutti scendono sul default 45% del peso, che per un atleta magro sottostima la scorta."
atleta,parziale,Numero pasti / digiuno intermittente (meal_count_mode),superfici_coach,athlete_profiles.nutrition_config -> week_plan[gg].meal_count_mode. Non protetta dal sanitizer,"Decide quanti e quali slot esistono nel piano. Per 1-6 funziona (con l'eccezione del 5, che coincide col fallback). Per fasting/semi-* NON produce nessuna finestra di digiuno.",apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:197-215 — select 10 opzioni: 1-6 pasti + fasting + semi-8-16 + semi-6-18 + semi-4-20. Non di,Le 4 opzioni di digiuno/semi-digiuno si tolgono subito: etichette senza motore e senza utilizzatori. Il conteggio 1-6 e' vivo (dal browser) e andrebbe sostituito da una derivazione automatica dagli orari pasto della routine.
atleta,parziale,"Numero pasti preferito (colonna preferred_meal_count, distinta da meal_count_mode)",schema_db,athlete_profiles.preferred_meal_count (integer),"Una cosa sola e molto stretta: se il giorno è su 4 pasti E la distribuzione calorica «implica sei pasti», promuove il giorno a 6.","apps/web/modules/profile/views/ProfilePageView.tsx:173 (default '4'), :407 (load), :547 (write)","Doppione di meal_count_mode con una regola di promozione oscura (distributionImpliesSixMeals, 5 euristiche a resolve-nutrition-diet-day.ts:78-100). Toglierla semplifica e tocca al massimo 1 atleta."
atleta,parziale,Opt-in confronto piano-vs-assunto (modulazione dal diario alimentare),calcolo_automatico,nutrition_constraints.adaptation_adherence_opt_in (upsert diretto browser->Supabase),"Acceso, i segnali del diario dovrebbero modulare la scala energetica (x0.93 sotto il 76% del fabbisogno, x0.965 sotto l'86%, x1.012 sopra il 112% con semaforo verde) e rinforzare il bias proteico se le proteine medie stanno sotto 1.15 g/kg. Delle due cose, oggi funzionerebbe solo la seconda.","Nutrizione -> toggle aderenza (NutritionPageView.tsx:3362, salvato a :3002-3010)","Zero conseguenze oggi. Ma non e' il toggle il problema: e' che la promessa che fa ('il diario conta') e' gia' rotta a valle, perche' la leva energetica che dovrebbe muovere non e' collegata. O si ricollega trainingEnergyScale, o si toglie il toggle e si smette di dire che il diario modula l'energia."
atleta,parziale,Orari pasto della Routine (week_plan[giorno].breakfast_time/lunch_time/...),leve_morte,"athlete_profiles.routine_config.week_plan[giorno].{wake_time,breakfast_time,snack_time,lunch_time,afternoon_snack_time,dinner_time,night_time}",Fissa l'orario di ogni slot del piano; da li dipendono anche la soppressione degli spuntini in finestra allenamento e il post-workout.,/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx:81-87 (7 input time per giorno),"Il piano perde gli orari reali e ricade sui default. NOTA: la chiave piatta `routine_config.meal_times` (root) e invece un residuo senza UI, scritta da ProfilePageView.tsx:469-473 con i default 07:00/12:30/19:30 e da NutritionPageView:2984-2991."
atleta,parziale,Sesso,superfici_atleta,athlete_profiles.sex (text),"Offset costante nel BMR Mifflin: +5 (male), -161 (female), -78 (altro/non dichiarato). Circa 166 kcal/giorno di differenza fra M e F, ma solo nel ramo Mifflin.",ProfilePersonalSection.tsx:41 (select male/female/other),"Non e una manopola, e anagrafica. Da tenere."
atleta,parziale,Tipo di dieta (omnivoro/vegetariano/vegano/pescetariano/mediterranea/paleo/chetogenica/low-FODMAP/carnivora/senza glutine),superfici_atleta,athlete_profiles.diet_type (colonna text),"Meccanicamente: solo 4 valori sono capiti. vegan/vegetarian/pescatarian (a) filtrano il catalogo menu escludendo carne/pesce/prodotti animali e (b) aggiungono ~30 sottostringhe deny. Tutti gli altri 6 valori cadono su 'omnivore' e non filtrano NULLA, senza avviso. In produzione oggi: NESSUN effetto per nessuno.",apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:169 (select; opzioni da lib/profile/profile-page-kit.ts),"Serve un input equivalente (e l'unica barriera contro carne per un vegano), ma va ridotto a 4 valori reali o esteso il motore. Oggi eliminarlo non cambierebbe un solo piano esistente."
atleta,parziale,Tipo di dieta (onnivora / vegana / vegetariana / keto / low-FODMAP / …),superfici_coach,"athlete_profiles.diet_type (colonna text, esiste — verificata su information_schema)","Due cose: sceglie il profilo dieta con cui si filtrano i pool di alimenti FDC, e genera frammenti di deny testuale (vegan -> nega carne/pesce/latticini).","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:169 — select, opzioni da profile-page-kit.ts dietOptions","Da tenere: e' esattamente «cosa non mangio». Nessuna alternativa automatica possibile. Va pero' riparata la lettura server, altrimenti resta valida solo se qualcuno apre la pagina."
atleta,parziale,Tipologia giorno Routine (Training / Recovery / Race),superfici_atleta,athlete_profiles.routine_config.week_plan[gg].day_mode,"Solo «race» fa qualcosa, e fa molto: crea una seduta sintetica, sposta e ricompone il pranzo pre-gara (g CHO/kg), sopprime gli spuntini incompatibili e trasforma un pasto in recupero post-gara. «training» e «recovery» non producono differenze.","ProfileRoutineSection.tsx:87 (select, per giorno)","«race» e viva e vistosa. Andrebbe pero derivata dal calendario gare invece che da un select settimanale che si ripete ogni settimana — ma vedi la voce athlete_races: quella tabella e VUOTA, quindi oggi day_mode e l'unica fonte esistente."
atleta,parziale,"excludedFdcIds (cibi esclusi dal picker, per id USDA)",contratto_motore,athlete_profiles.nutrition_config->excluded_fdc_foods — la CHIAVE esiste su 6 atleti su 41 ma TUTTI gli array sono vuoti: 0 righe totali in prod,"in teoria esclusione esatta per id. In pratica il filtro per id tocca SOLO slots[].functionalFoodGroups[].options, che il composer V2 non legge mai. L'unico effetto possibile passa dalla `label` che confluisce nel deny TESTUALE — e oggi non ci sono label perche non ci sono righe","picker alimenti da escludere (scrive nutrition_config.excluded_fdc_foods = [{fdcId,label}]) — ProfilePageView.tsx:510, ProfileNutritionSection.tsx:51","nulla si rompe oggi (zero dati in prod). Se un giorno si popolasse, servirebbe comunque il canale label->foodExclusions perche il ramo fdcId e morto"
atleta,parziale,nutrition_config.excluded_food_classes (classi allergeniche),contratto_motore,"athlete_profiles.nutrition_config.excluded_food_classes — chiave presente su 6 atleti su 41, tutti array VUOTI: 0 classi in prod",una query risolve gli fdcId dell'intera famiglia (che finiscono nel ramo morto excludedFdcIds) MA genera anche frasi di deny bilingui che confluiscono in foodExclusions: e quel secondo ramo l'unico funzionante,picker classi alimentari da escludere,nulla oggi (zero dati). L'effetto sul motore e comunque duplicato da foodExclusions; si perde solo una scorciatoia UX
atleta,parziale,regenerate (rigenera il piano invece di riusare quello persistito),contratto_motore,non persiste; flag del body,"sulla route Next: decide se riusare il piano gia in DB (motore db) o se ripersistere (motore v2). Sulla Edge Function: irrilevante, perche l'edge ripersiste SEMPRE (replace per data)",pulsante Rigenera nella pagina Nutrizione,sull'edge nulla; sulla route Next di fallback si perderebbe il riuso e ogni chiamata ripersisterebbe (che e comunque il comportamento dell'edge)
atleta,parziale,slots[].scheduledTimeLocal (orario del pasto),contratto_motore,"athlete_profiles.routine_config.meal_times.{breakfast,lunch,dinner,snack_am,snack_pm,snack_evening}. NON persiste nel piano: meal.scheduled_time e null su 900 r","nulla sulla composizione. buildDietMealSlotBudgets produce un campo `time` che resolveDietSlots BUTTA VIA. Resta vivo su tre superfici: il testo slotTimingRationale, le finestre di idratazione della risposta, e a monte (lato client) il calcolo di suppressedSlots/postWorkout","Profilo -> Routine, orari pasto (routine_config.meal_times / week_plan). 25 atleti su 41 hanno routine_config.meal_times","il composer non cambia una virgola. Cambiano: idratazione a finestre, il testo dell'orario sotto ogni pasto, e — indirettamente, perche calcolati lato client PRIMA — quali spuntini vengono soppressi. E la ROUTINE che il modello nuovo vuole tenere: oggi arriva al motore per via traversa (soppressioni"
atleta,inerte,Abilità in cucina (cooking_skill),schema_db,athlete_profiles.nutrition_config -> cooking_skill (text),Nulla.,"apps/web/modules/profile/views/ProfilePageView.tsx:175 (default 'intermediate'), :409 (load), :507 (write)",Niente.
atleta,inerte,Classi allergeniche / intolleranze (chip «Classi di alimenti da escludere»),leve_morte,athlete_profiles.nutrition_config.excluded_food_classes,Nulla. Dovrebbe risolvere l'intera famiglia FDC della classe (query su nutrition_fdc_food_tags) e aggiungere frasi deny bilingui.,"/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:289-307 (tab Intolleranze, chip da ALLERGEN_CLASS_CATALOG)","Zero perdita di dati (contrariamente al mappatore: nessuno dei 6 profili ha valori). Cadono anche ALLERGEN_CLASS_CATALOG e la query su nutrition_fdc_food_tags. Il concetto «cosa non mangio» resta coperto dai campi testuali allergie/intolleranze/esclusioni, che sono vivi."
atleta,inerte,"Classi allergeniche / intolleranze (chip: glutine, latticini, uova, frutta a guscio, soia, pesce, ...)",superfici_atleta,athlete_profiles.nutrition_config.excluded_food_classes (string[] di chiavi catalogo),OGGI: niente. Dovrebbe risolvere gli fdcId di intere famiglie via nutrition_fdc_food_tags e iniettare frammenti deny bilingui. Ma il suo unico lettore lavora su un profilo che arriva sempre nullo.,ProfileNutritionSection.tsx:289-307 (chip da ALLERGEN_CLASS_CATALOG),"Togliere le chip e gratis OGGI. Ma sono la forma giusta della domanda «cosa non mangi»: prima di eliminarle conviene ripararle (togliere le due colonne fantasma dalla select), perche il meccanismo a valle e gia scritto."
atleta,inerte,"Classi allergeniche escluse (chip: glutine, lattosio, frutta a guscio, …)",superfici_coach,"athlete_profiles.nutrition_config -> excluded_food_classes (string[], chiave globale)","Dovrebbe escludere un'INTERA famiglia risolvendo gli fdcId da nutrition_fdc_food_tags, piu' i frammenti deny bilingui. Oggi non fa nulla.","apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:289-307 — griglia di chip da ALLERGEN_CLASS_CATALOG, sotto-tab «Intolleranze»","Gratis oggi, ma sarebbe l'errore piu' costoso della lista. Non e' una manopola superflua: e' una funzione giusta e gia' costruita (catalogo + query di risoluzione) che non e' mai stata collegata. E' concettualmente il modo corretto di dire «cosa non mangio» — una classe invece di 30 stringhe libere."
atleta,inerte,Classi allergeniche/intolleranze escluse (excluded_food_classes),schema_db,athlete_profiles.nutrition_config -> excluded_food_classes (string[] di chiavi catalogo),Sulla carta escluderebbe intere FAMIGLIE risolvendo le classi in fdcId via nutrition_fdc_food_tags (family + diet_exclude) e aggiungendo frasi di deny. Oggi non cambia nulla.,apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:289-306 (chip per classe dal ALLERGEN_CLASS_CATALOG); scrittura ProfilePageView.tsx:511,"Sulla carta era la leva «cosa non mangio» più potente (famiglie intere) e l'infrastruttura sotto (nutrition_fdc_food_tags.diet_exclude, 6.204 righe) esiste ed è viva. Oggi però non ha né dati né un percorso funzionante: o si ripara (spostando la lettura nel builder client) o si cancella."
atleta,inerte,Conferma di consumo del pasto (spunta sul pasto in pagina Nutrizione),superfici_atleta,athlete_profiles.nutrition_config.meal_confirmations[data][slot],Solo la spunta visiva nella pagina. Nessun motore la legge: il piano del giorno dopo non ne tiene conto in alcun modo.,apps/web/modules/nutrition/views/NutritionPageView.tsx (spunta pasto) + hook modules/nutrition/hooks/use-nutrition-quick-actions.ts:40-70,"Gratis per il motore. Costo alto in termini di scritture: ogni spunta rimanda l'INTERO nutrition_config (writer REPLACE, athlete-memory-domain-writer.ts:185-190), per questo serve la coda FIFO."
atleta,inerte,Conferme pasto (nutrition_config.meal_confirmations),leve_morte,nutrition_config.meal_confirmations[data][slot] - ASSENTE su tutte le 41 righe prod,"Solo la spunta nella stessa pagina che l'ha scritta. Non tocca la generazione - anzi, e esplicitamente esclusa dalla firma degli input del solver.","NutritionPageView (toggle conferma pasto, logica a :3069-3085) e hook use-nutrition-quick-actions.ts:40-70",Nulla nella generazione. Verificare prima se la spunta serve come feedback all'atleta (dominio altrui). La `confirmMeal` dell'hook si puo togliere subito: nessun chiamante.
atleta,inerte,Cucine preferite (chip mediterranea/asiatica/thai/messicana/nordic),leve_morte,NESSUNA colonna propria: al salvataggio i token vengono fusi in food_preferences,"Nulla. Diventano voci di food_preferences, che a sua volta e solo testo.",/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:170-180,Nulla si rompe. E anzi una UI che mente: il valore non e nemmeno recuperabile.
atleta,inerte,Cucine preferite (chip) e Preferenze alimentari CSV,superfici_coach,athlete_profiles.food_preferences (ARRAY) — ProfilePageView.tsx:547 unisce food_preferences + cuisines,Nulla sul contenuto del piano: finisce solo in una riga di testo del solverBasis («Preferenze: …»).,apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:170-180 (chip cucine) e :278 (input «Preferenze alimentari»). Confluiscono nello stesso camp,Gratis. Nessun alimento viene scelto o scartato in base alle preferenze.
atleta,inerte,"Cucine preferite (mediterranea, asiatica, thai, messicana, nordic)",superfici_atleta,in teoria athlete_profiles.food_preferences (concatenate). In pratica: mai ricaricate — il form azzera il campo a ogni apertura,Niente. Doppiamente morta: il valore non torna nel form e nessuno lo legge nel motore.,ProfileNutritionSection.tsx:170-180 (chip multi-selezione),Gratis. Nessun comportamento cambia.
atleta,inerte,Fuso orario,superfici_atleta,athlete_profiles.timezone (text),"Niente, oggi. Dovrebbe definire «adesso» per la riduzione del giorno corrente (solo i pasti gia passati vengono ridotti); di fatto la finestra si calcola sempre in UTC.",ProfilePersonalSection.tsx:44 (input text) + auto dal browser via app/api/onboarding/timezone/route.ts,"Non e una manopola nutrizionale ma infrastruttura di calendario, ed e gia auto-rilevata dal browser. Da tenere come dato, ma oggi il campo editabile e teatro."
atleta,inerte,"Gare e obiettivi (data, priorita A/B/C, sport)",superfici_atleta,athlete_races,"Niente in nutrizione. Il giorno-gara del piano alimentare NON viene da qui: viene da routine_config.week_plan[gg].day_mode === ""race"" o dal tipo della seduta pianificata.",apps/web/modules/profile/views/sections/ProfileRacesSection.tsx (dentro la tab Routine; insert/update/delete diretti browser->Supabase),"Gratis per la nutrizione. E anche gratis in assoluto oggi (tabella vuota), ma prima di toglierla considera che e l'unico posto strutturato per le gare e il training la legge gia."
atleta,inerte,Giorni di allenamento/settimana e durata massima seduta,superfici_atleta,"athlete_profiles.training_days_per_week, athlete_profiles.training_max_session_minutes","Niente in nutrizione. Sono vincoli del generatore di allenamento e due voci required dell'onboarding: senza, il cron non genera il primo piano (anche alimentare).",ProfileRoutineSection.tsx:55-56,"Gratis per la nutrizione, non per il training ne per l'onboarding."
atleta,inerte,Livello atleta (Beginner / Intermediate / Advanced / Elite),superfici_atleta,athlete_profiles.activity_level (colonna text),Niente per la nutrizione.,ProfilePersonalSection.tsx:42 (select),Gratis per la nutrizione. Verificare prima l'uso nel dominio training (fuori dal perimetro).
atleta,inerte,Livello di attivita (activity_level) - doppione decorativo di lifestyle_activity_class,leve_morte,"athlete_profiles.activity_level (colonna, esiste davvero)",Nulla per la nutrizione: e una etichetta descrittiva.,/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfilePersonalSection.tsx:42 (beginner/intermediate/advanced/elite),Nulla per Nutrition. Va pero tolto anche dalla UI o rinominato: oggi due tendine consecutive chiedono la stessa cosa e solo una conta.
atleta,inerte,"Livello di attivita' (activity_level) — la terza formula di stile di vita, dormiente",calcolo_automatico,"athlete_profiles.activity_level (colonna vera, valorizzata per 41 atleti su 41)","NULLA nel motore attuale. E' invece il moltiplicatore energetico della RPC Postgres: sedentary 1.35, light 1.50, moderate/intermediate 1.65, advanced 1.80, high 1.85, elite/pro 2.00. Cioe' una TERZA formula di 'stile di vita' accanto al +15/40% del V1 e al PAL 1.25-1.75 del V2 — e con scale incompatibili (la UI offre 'beginner', che la funzione non prevede e fa cadere sull'else 1.60).","Profilo -> Personale, tendina 'Activity level' (beginner / intermediate / advanced / elite) — apps/web/modules/profile/views/sections/ProfilePersonalSection.tsx","Togliere la tendina e' gratis per il motore attuale. Ma prima va deciso: e' l'UNICA delle formule di stile di vita che sta su una colonna vera, leggibile senza il bug PostgREST, e alimenta l'unico percorso in cui day_type_pct funziona davvero. Se si unifica su una formula sola, questa e' la candidat"
atleta,inerte,Marche di integratori preferite (chip),superfici_atleta,athlete_profiles.supplement_config.selected_brands (+ concatenate in athlete_profiles.supplements),Solo l'ordine dei prodotti nel protocollo di rifornimento mostrato in pagina. Zero sul piano pasti.,ProfileNutritionSection.tsx:397-406 (chip SUPPLEMENT_BRANDS) e :408 (textarea CSV),Nessun effetto sul piano pasti.
atleta,inerte,Mobility/Stretching % e note di routine,superfici_atleta,athlete_profiles.routine_config.week_plan[gg].mobility_stretching_pct; athlete_profiles.routine_summary,Niente in nutrizione.,ProfileRoutineSection.tsx:99 (input %) e :102 (textarea note),Gratis.
atleta,inerte,Note libere di routine (routine_summary),schema_db,athlete_profiles.routine_summary (text),Nulla nel piano.,apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx:102 (textarea «Routine notes»); scrittura ProfilePageView.tsx:542,Niente per la nutrizione.
atleta,inerte,Numero pasti - opzioni 1 e 2 pasti,leve_morte,nutrition_config.week_plan[giorno].meal_count_mode,Peggio di niente: generano 1-2 slot che il motore rifiuta con un errore 400 opaco.,"ProfileNutritionSection.tsx:215 (option value=""1"", value=""2"")",Nulla si rompe. Anzi: si chiude una via che porta a un errore 400 opaco e a un piano che non si genera.
atleta,inerte,Numero pasti / digiuno (meal_count_mode) - opzioni fasting e semi-digiuno,leve_morte,nutrition_config.week_plan[giorno].meal_count_mode,Nulla di distinguibile: producono lo stesso piano a 5 pasti del default.,"ProfileNutritionSection.tsx:197-215, opzioni «fasting», «semi-8-16», «semi-6-18», «semi-4-20»",Nulla: 4 voci di menu su 10 che oggi mentono all'utente. Chi seleziona «digiuno 16/8» riceve comunque 5 pasti.
atleta,inerte,Obiettivi dell'atleta (goals),schema_db,athlete_profiles.goals (text[]),Nulla nel piano alimentare (ma il generatore settimanale di training lo legge).,apps/web/modules/profile/views (sezione obiettivi: chips + testo libero); scrittura ProfilePageView.tsx:538-541,"Niente per la nutrizione — ma NON è morto in assoluto, lo usa il generatore settimanale di training. Nota: è l'unico campo che assomiglia a un «obiettivo» e sulla nutrizione non ha alcun effetto; la direzione calorica passa solo da day_type_pct."
atleta,inerte,"Obiettivo / focus (chip: performance, salute, dimagrimento, gara, resistenza) + nota libera",superfici_atleta,athlete_profiles.goals (text[]) — chip canoniche e testo libero uniti in un solo array,Niente sul piano alimentare. Nemmeno «dimagrimento» crea un deficit: il deficit passa solo da day_type_pct.,ProfilePersonalSection.tsx:53-72 (chip) e :73-82 (testo libero),"Gratis per la nutrizione, ma serve al training e all'onboarding: e un campo required di ONBOARDING_ITEMS — senza, planReady=false e il cron non genera nulla."
atleta,inerte,Percentuale mobilità/stretching della routine (mobility_stretching_pct),schema_db,athlete_profiles.routine_config -> week_plan[wd].mobility_stretching_pct (number),Nulla in nutrizione.,apps/web/modules/profile/views/sections/ProfileRoutineSection.tsx (campo % nella scheda allenamento),"Niente per la nutrizione (da verificare se serve al dominio training, fuori dal mio perimetro)."
atleta,inerte,Preferenza cibo fatto in casa (home_cooked_preference),schema_db,athlete_profiles.nutrition_config -> home_cooked_preference (boolean),Nulla.,"apps/web/modules/profile/views/ProfilePageView.tsx:176 (default 'true'), :410 (load), :508 (write)",Niente.
atleta,inerte,Preferenze alimentari (campo CSV libero),superfici_atleta,athlete_profiles.food_preferences (text[]),Niente sul piano: compare solo come riga di testo nel pannello «basi del solver».,"ProfileNutritionSection.tsx:278 (input text CSV, in fondo al tab Diet)",Gratis e anzi doveroso: e una promessa non mantenuta (l'atleta scrive «mi piace il salmone» e non succede nulla).
atleta,inerte,Preferenze alimentari (campo CSV «Preferenze alimentari»),leve_morte,athlete_profiles.food_preferences (text[]) - 9 profili su 41 valorizzati,Nulla nella scelta dei cibi: produce una riga di testo nel riquadro «basi del solver».,/Users/antoninonocera/empathy/apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:278,Sparisce una riga di testo. Nessun alimento cambia.
atleta,inerte,Preferenze alimentari (food_preferences),schema_db,athlete_profiles.food_preferences (text[]),Nulla nella composizione: finisce solo in una riga di testo descrittiva mostrata nella UI.,apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:278 (campo CSV «preferenze»); scrittura ProfilePageView.tsx:548-551 (unito a form.cuisines),Sparisce solo una riga di testo. Nove atleti hanno dichiarato una preferenza che il sistema non ha mai onorato: è peggio tenerla così che toglierla.
atleta,inerte,Questionari di onboarding (risposte testo/numero/booleano/scelta),superfici_atleta,"questionnaire_answers (athlete_id, question_id, value jsonb) — ultima risposta vince, nessuno storico","Niente. E un silo: l'unico modulo che legge quella tabella e la sezione stessa, per ripopolare il form.",apps/web/modules/profile/views/sections/ProfileQuestionnairesSection.tsx (5a tab del profilo; upsert diretto browser->Supabase),"Gratis oggi. Se il modello nuovo vuole chiedere «routine + cosa non mangi», questa e infrastruttura pronta ma completamente scollegata dal motore."
atleta,inerte,Strategia pasti legacy (meal_strategy root),schema_db,athlete_profiles.nutrition_config -> meal_strategy (text: '3-meals' | '5-meals' | '6-meals'),Fallback del numero di pasti quando il giorno non ha meal_count_mode.,"apps/web/modules/profile/views/ProfilePageView.tsx:161 (default '3-meals'), :395 (load), :494 (write) — non c'è più un select dedicato",Niente.
atleta,inerte,Tempo di preparazione (prep_time_minutes),schema_db,athlete_profiles.nutrition_config -> prep_time_minutes (number),Nulla.,"apps/web/modules/profile/views/ProfilePageView.tsx:174 (default '45'), :408 (load), :506 (write)",Niente.
atleta,inerte,Tipologia giorno (digiuno / severo / catabolico / normocalorico / anabolico),superfici_coach,athlete_profiles.nutrition_config -> week_plan[gg].day_type (stringa),Da sola: niente. Al cambio della select l'handler scrive ANCHE day_type_pct col valore rappresentativo (0/22/75/100/115). Tutto l'effetto passa da li'.,"apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:216 — select 5 opzioni, non disabilitata","Gratis come campo persistito. Ma e' l'unica etichetta umana della leva calorica: se il modello nuovo e' ipercalorico|normocalorico|ipocalorico, questa select E' gia' quella UI — va tenuta come nome e ricollegata, non buttata."
atleta,inerte,Tipologia giorno (ipo/normo/ipercalorico) — l'etichetta,schema_db,athlete_profiles.nutrition_config -> week_plan[Mon..Sun].day_type (text),Nulla di diretto sul piano. Serve solo a pre-compilare day_type_pct via defaultPctForDayType (profile-page-kit.ts:277). La stringa non arriva mai al motore.,apps/web/modules/profile/views/sections/ProfileNutritionSection.tsx:216 (select fasting-0 / severe-15-30 / catabolic-50-99 / normocaloric-100 / anabolic-101-130,Il motore non si accorge di niente. Ma sparisce l'unico modo con cui la scelta iper/normo/ipo diventa il numero day_type_pct: va ricablata direttamente sul PCT (o su un campo nuovo letto allo stesso punto).
